SMILES,HOMO,LUMO
CC1C(C)C11CC(=N)O1,-0.2429,0.0305
CCC1(CO1)C=O,-0.2578,-0.0374
CCOC1CC1CCO,-0.2415,0.0822
CC(CC=O)CN1CC1,-0.24,-0.0197
CC1CC(O)C=C1CO,-0.23399999999999999,0.0209
CCOC(=N)OC1CC1,-0.2534,0.0606
CC(CO)(C#N)C(N)=O,-0.2681,0.0072
CC1OCC2(C)CCC12,-0.2459,0.0831
CC1(OC1(C)C#N)C#N,-0.3179,-0.0259
CC1(C)OC(=N)C2OC12,-0.2613,0.0057
OC1C2CCOC=NC12,-0.2306,0.0161
NC1=NOC(=O)C(O)=C1,-0.2402,-0.0652
OC1CC1C1CCC1=O,-0.2304,-0.0119
OC1=CC2=C(N1)N=NO2,-0.2145,-0.0296
NC1=CN=CN=C1O,-0.2164,-0.019
CC12CC3C(O)C1(C)N23,-0.2383,0.0668
N=C1OC2CC1C(=O)O2,-0.2815,-0.0256
CC1=CN=C(O)N1,-0.1961,0.0513
[O-]C(=O)C1[NH2+]CC2OC12,-0.2493,0.0184
CC(=O)C(=O)NC=O,-0.2548,-0.0912
CC1CC1N1CC1C,-0.2214,0.0889
CC1=CC(O)CC11CO1,-0.2434,0.0014
C1CC2C1N1C=CN=C21,-0.2171,0.0303
CC1OC11CCC(C)=C1,-0.2281,0.0186
OC1C2CC11C=CCC21,-0.2243,0.0118
CC1N2CC(C#N)C12C,-0.2468,0.0196
C1C2CN1C1=C2N=NN1,-0.2281,0.002
N=C1N=CNC(=O)C=N1,-0.2611,-0.0878
CC1(CCC1)OCC#N,-0.272,0.015
CCC1(C)CCC1=O,-0.2327,-0.0164
COCC(O)(CO)C#N,-0.2701,0.0133
CC(=O)COC1COC1,-0.25,-0.0167
OC1=CN=C(O)N=C1O,-0.2218,-0.0288
C#CC1CC1C1CC1,-0.2373,0.0506
CCC1CC1(CC)C=O,-0.2453,-0.0192
CCC12CCC1COC2,-0.2467,0.0798
CN1C=C(OC1=N)C=O,-0.2149,-0.0551
CC12NC1CCOC2=N,-0.2498,0.0163
OC1(C#N)C2C3NC3C12,-0.2459,0.0152
CC1=CNC(NC=O)=C1,-0.1864,0.0086
CCC(=O)C(C)C(C)O,-0.2478,-0.0217
N#CC1C2C=CC1C2=O,-0.2709,-0.0252
CN(C)C(=O)C#N,-0.2706,-0.0495
CC(CC#N)CN1CC1,-0.2452,0.0354
COC1CCCO1,-0.2588,0.0883
CC1=NNC=C1NC=N,-0.1961,0.0232
CC1=COC(CC#N)=N1,-0.2497,-0.0134
O=C1CC=CC2(CC2)O1,-0.2419,0.0045
NC(=O)CC1=NON=C1,-0.2702,-0.0388
C1OC2C3OCC12CO3,-0.2548,0.052000000000000005
O=C1CCC=CCOC1,-0.2312,-0.0258
O=CC1C2OC(C#C)C12,-0.2367,-0.0223
O=CCCOC(=O)C#N,-0.2763,-0.0787
C1C2C3C4C3C2C14,-0.2375,0.1026
OCC1=CCC(O)C1O,-0.2446,0.0143
C1C=CC2CC=CC1C2,-0.2355,0.0306
OC12CC(C1)(C2)C#C,-0.2504,0.0456
O=C1CC2(CN2)CCO1,-0.2529,0.0106
CN1CC2(O)CC=CC12,-0.2067,0.0198
CCC(=O)N1CC1CO,-0.2484,0.0027
COC1COCC(=O)O1,-0.2538,0.0021
CC1C2C3CC1CC23,-0.2583,0.0925
CC(=O)OC(C#C)C#N,-0.293,-0.0229
CC(C#N)C(O)CC=O,-0.2665,-0.0373
NC1=NC2(CC2O1)C#C,-0.2225,0.0365
C1C2COCC3OC3C12,-0.2376,0.0815
OCC(O)C1=NC=CN1,-0.2312,0.0176
COC1C2C3N2CC=C13,-0.2117,-0.0447
CC1(OCCC1=O)C#C,-0.2431,-0.0325
CC(=O)NCC=O,-0.2523,-0.0325
C1C2OC2C2=C1ON=N2,-0.2417,-0.0725
CCC(N)C(N)C#N,-0.2481,0.0367
CC1C(CC#C)N1C,-0.2171,0.0535
OCC1C2COC(=O)C12,-0.2646,0.0011
CC12CC(C1)CCC2O,-0.2541,0.0636
N=C1OC2CC3NC1C23,-0.231,0.0178
OCCN1CCOCC1,-0.2307,0.0776
CCN1C2CC2C1C#N,-0.2285,0.0131
NC1=CNN=C1OC=N,-0.2016,0.0084
CC1CC(O1)(C#C)C#C,-0.2575,-0.0004
CN=C1CC(=O)CCO1,-0.2467,-0.0275
CC1C2CC(C)(C#N)N12,-0.2477,0.016
OC12C3OC1C1NC3C21,-0.2221,0.039
CCC1COC1CC#N,-0.2617,0.0328
CC12CC(O1)(C#N)C2=O,-0.2772,-0.0387
NC1=CC=C(F)C(N)=N1,-0.1897,-0.0026
CC(=O)C(C)(C)C1CO1,-0.2394,-0.0123
CC1OC2=NC(C)CC12,-0.2438,0.0228
CCC(=O)C1CC(=O)C1,-0.2473,-0.0234
CCC1C(CN1C)C#N,-0.233,0.0255
C1CC23COC(CC12)C3,-0.2354,0.0849
O=C1C=CCC2OCC12,-0.2378,-0.0549
O=C1NC2CCC2O1,-0.2575,0.0574
CC1C(C)C1C1(C)CO1,-0.2523,0.075
CCCOC1CC1(C)O,-0.2336,0.0798
O=CN1C2CC(C2)C1=O,-0.25,-0.027000000000000003
CC1(C)C(O)C1(C)C=O,-0.2419,-0.0206
CC1(CC1)C1=NC=NO1,-0.2652,-0.0205
OC1C(CC1=O)C=O,-0.2595,-0.0422
CC1C2(C)C3OC2C13O,-0.2252,0.0633
CC1C2(O)C3CC1(C)C23,-0.2358,0.0761
CC1(CN1C=O)C(N)=O,-0.2501,-0.0168
CCOC(C)(CC)C=O,-0.2364,-0.0232
CC1(C)C2CC(C)(C)C12,-0.2452,0.0847
N=C1C=NNC=C1C#N,-0.2339,-0.0696
OCC12CC1C(=O)N2,-0.247,0.0072
CC(=O)C1=NC=NN=N1,-0.2663,-0.1172
CC1CCN2N=NC=C12,-0.2455,0.0099
CCOC(CO)=NC,-0.2424,0.0271
CCCCC1CCC1C,-0.2758,0.0843
[NH3+]C(CN1CC1)C([O-])=O,-0.2497,0.023
OCC1OC1C#CC=O,-0.2765,-0.0757
CC1(CC#N)CCC=C1,-0.2529,0.0103
CCC1C(C)C1(N)C#N,-0.2542,0.0327
OC12C3CC1=CCOC23,-0.2342,-0.0263
CC1NC(=O)NC1C,-0.2428,0.0613
CC1CCOCC1(C)C,-0.2417,0.0774
C1C2NC2C2=C1N=NO2,-0.2465,-0.0397
CC(=O)C1(CO)CC1O,-0.2396,-0.02
CCC1(C)CC(=O)O1,-0.2693,0.0152
CC#CC(C#C)C(C)C,-0.2462,0.0405
CC(=O)C1N=CN2CC12,-0.2409,-0.0227
CC(CO)N1N=CN=N1,-0.2851,-0.0221
CN=C(NC(C)=O)C=O,-0.2415,-0.0598
OC1CC2OCC1C2O,-0.2345,0.0642
NC1=CC(=O)C(O)=CN1,-0.1992,-0.003
CC1OC2(CC12C)C=O,-0.2424,-0.025
CC12COCC1NC2=O,-0.2453,0.0301
OC1=CNC(=C1)C1CN1,-0.1856,0.0301
CC12OC1(CC2=O)C#C,-0.2444,-0.0358
CCCC12CC1C(=O)O2,-0.2714,0.0049
OCC1OC(=N)C(=N)O1,-0.2777,-0.0436
CC1CC(CC#C)C1C,-0.2536,0.0596
CC12C3C4CC(C14)N23,-0.221,0.0877
O=C1CC2C=CCN12,-0.2442,0.0022
CCCC(O)CC#C,-0.2545,0.0493
CCC1OC1CCC=O,-0.2507,-0.0218
COC12CC(CO1)C=C2,-0.2383,0.0089
CC(O)C1OC1C(C)=O,-0.2503,-0.0276
OCC12CC(C1)CC2O,-0.2456,0.0636
NC1=CC=C2C(O)CN12,-0.1793,0.0412
CC1(C)CC1OCC#N,-0.2642,0.0118
CC#CC1=CC=NO1,-0.2383,-0.0377
O=CC1CC=CCCO1,-0.2425,-0.0279
NC1=COC(=O)C(=N)N1,-0.2088,-0.0448
CCC1=CC(=O)N(C)C1,-0.2318,-0.0208
CC12CC3CC4C(C13)N24,-0.2176,0.0823
O=CN1C2CC1C21CO1,-0.247,0.0039
CC12CN3CC1C(=O)C23,-0.2363,-0.0176
CC(C)CCOC(N)=O,-0.2638,0.0594
O=C1CNCC2(CC2)N1,-0.2276,0.034
CCOC(C)(C=O)C=O,-0.247,-0.0598
OC1(CC2(CN2)C1)C#N,-0.2564,0.0079
N#CC1=C(C=CO1)C#N,-0.27699999999999997,-0.08800000000000001
CC1C2CCC2CC1=O,-0.2345,-0.0123
CC12OC1(C=O)C1CC21,-0.254,-0.0396
CC1COC2(C)CC2C1,-0.2204,0.0809
CC#CC1C(O)C1(C)O,-0.2311,0.0416
C1CC2C1CC1COC21,-0.2428,0.0685
CC(C=O)C1(O)CC1,-0.2371,-0.018000000000000002
O=C1NCC(=O)C=CN1,-0.239,-0.053
CC12NC1COC2C=O,-0.2379,-0.0237
CCC12CC(C1)C2(C)C,-0.2707,0.0868
C1CC2(COC=N2)C=C1,-0.2426,0.0108
CC12CCC(CC1O)O2,-0.2483,0.0703
CCC(=O)N(C)C,-0.2336,0.0364
NC(=O)OCC1(O)CC1,-0.254,0.0513
O=CC1=NC=CO1,-0.2688,-0.0791
N=COC1COC1C#C,-0.2632,0.0032
CC1=CCCC1N1CC1,-0.2248,0.0316
OC1CN=COCC1=O,-0.2466,-0.0375
OC1(CC#C)CNC1=O,-0.2376,0.0215
NC1=CN(C=N1)C1CC1,-0.1816,0.0346
COC1OCC=CC=C1,-0.2221,-0.0306
CC1=CC(=O)N2CC12,-0.2473,-0.0471
CC1C(O)C(=O)OC1=N,-0.2828,-0.0242
O=C1NC2(CC#C)CC12,-0.2486,0.0063
CCC1(O)CNCC1=O,-0.2187,-0.0279
CC1OC1C1(CC1)C=O,-0.2471,-0.0257
O=CC12CC3C(CC13)C2,-0.2443,-0.0215
OC1CCCOCOC1,-0.2472,0.0787
CC(C)C1=C(C)OC=C1,-0.207,0.0264
NC1COC1=NCC#C,-0.2446,0.0136
CC12C3CC1CC2C3,-0.25,0.0868
CN1CC2OC(=N)C12,-0.2233,0.0198
CC1=CC=C(N)C(N)=C1,-0.1826,0.0188
CC1=CNC(=O)N1,-0.1889,0.0448
CC(O)C(C)CC#C,-0.254,0.0579
C1OCC2=NOC=C2O1,-0.2382,-0.0179
OC1=CC2=C(CCO2)N1,-0.1648,0.0536
CCC1(O)COC1=NC,-0.2531,0.0215
CCCC(O)C(=O)CO,-0.27399999999999997,-0.0391
O=C1NCC1N1CC1,-0.2216,0.0259
CC12CC1(O)C(O2)C#N,-0.2526,-0.002
CC1=C(C=O)C2CC1C2,-0.2356,-0.0509
CC12C(O)C3(C)C1CC23,-0.2456,0.0723
CC12CC(C1)C2CO,-0.2618,0.0733
CC1COC(=O)N2CC12,-0.2568,0.011000000000000001
N=CN1CC2(CO2)C1=N,-0.2399,-0.0244
CN=C(NCC=O)C=O,-0.2335,-0.0783
C#CC#CC1COC=N1,-0.2497,-0.0243
CC12OCC1(C#N)C2O,-0.2575,0.0071
CC1=NC(=O)NN=N1,-0.2601,-0.0983
CC(C#C)(C#C)C(N)=O,-0.2464,0.0126
CC1CC2C1OC2=O,-0.2709,0.009000000000000001
CC1C2C1C1(C)CCC21,-0.2275,0.0912
C#CC12CN1CCC=C2,-0.2243,0.0053
O=C1CCN1C1COC1,-0.2442,0.0235
OC1C2CCC1OCC2,-0.2362,0.0715
NC1=NC=C(F)C(=O)N1,-0.2222,-0.0329
NC(=O)C1=CC=CN1,-0.2203,-0.017
CNC1=CC(=N)ON=C1,-0.2076,-0.0567
CC1C(C#C)N1C(N)=O,-0.2438,0.0173
CCC1(CC)OC1C#N,-0.29,-0.0013
COC(=O)NC1CC1C,-0.2439,0.0565
CC1CN1C1CCC1O,-0.228,0.0808
CC(C#N)C1(C)CN1C,-0.2368,0.0315
O=C1CCN1CCC#N,-0.2608,0.0171
CNC1=C(C)C=NN1C,-0.1951,0.0368
CCC(C)C(C)CC=O,-0.2462,-0.017
OC1C2C3CC2(O)C13O,-0.2487,0.0598
C1NC1C1C2C=CCN12,-0.2136,0.0097
CC1(O)CCC11CC1,-0.2482,0.075
COCC12OC3C1CC23,-0.2298,0.0649
OCC(CO)CCC=O,-0.2517,-0.0233
OCC1=NON=C1CO,-0.2812,-0.0505
C1OC11CCOC2CC12,-0.2442,0.0828
CC12CC1OC2,-0.2293,0.0805
CC(C)C1CCCC1C,-0.2882,0.0687
OC1(CC2CC2C1)C#C,-0.2614,0.0391
CC(CO)C1=NOC=N1,-0.2709,-0.0234
C1NC23COC12C1OC31,-0.2233,0.0383
O=CC12CN3C(C13)C2=O,-0.2538,-0.0521
CC1(CCCC=C1)C=O,-0.2358,-0.0236
C[NH+](C)CC(O)C([O-])=O,-0.196,0.0232
CC12CC1CN2CC#N,-0.231,0.0266
OC1CCC(=O)NC1=O,-0.2734,-0.0363
O=C1OCC2OCC12,-0.2688,-0.0006
N#CC1C2CC=CC12,-0.2472,-0.0003
CC1C(O)C11C2CC1O2,-0.2345,0.0679
COC(=O)C(C)N(C)C,-0.2086,0.0143
CC(C)CC(O)CC#C,-0.2541,0.0488
CC1(O)CCC(C1)C#N,-0.2776,0.0386
C1C2COCC3OCC123,-0.2397,0.068
COC1C2CN2C1=N,-0.2369,-0.001
O=C1CNCC2CN12,-0.2225,0.0011
N#CC1CCOC1,-0.2754,0.0298
CC1C2C(C)C(=O)C12O,-0.2281,-0.013999999999999999
O=CC1C=CCCC1=O,-0.2473,-0.0421
CC1C2C3OC3C(=O)N12,-0.2482,-0.0272
OC12CC1(OC2)C1CO1,-0.2278,0.0541
OC1=CN=C2CCN12,-0.1941,0.0481
C1NC11CCCC=C1,-0.2222,0.0174
CC1CCC1C,-0.2822,0.0842
CCC(O)C1C(O)C1O,-0.2335,0.0498
N#CC1(CC1)NC1CC1,-0.2268,0.0299
CC1C2C(=O)C3N1C23C,-0.2307,-0.0038
C1C2OC3C4OC3C4C12,-0.2368,0.0764
CCC1C2CC(C2)C1=O,-0.2288,-0.005
OCC1CC2OCCC12,-0.2469,0.0683
O=CNC1COC2CC12,-0.2393,0.0274
NC(=O)CO,-0.24600000000000002,0.0273
CC12NC1C1(CC21)C=O,-0.2175,-0.016
CC1(C)CC2CC1C2O,-0.2435,0.0735
NC(=N)OC1=NC=CO1,-0.2362,0.0129
N=C1OCC=C1C1CC1,-0.2337,-0.0222
CC1OC1C(C)(C)C=O,-0.2456,-0.0222
CN1C=C(C)COC1=O,-0.2127,0.004
OC1COC11CC1C#C,-0.2285,0.0422
CC1OC(CO)C1C#C,-0.2493,0.0339
OC1CN2CC3(CN3)C12,-0.2229,0.0521
COC1=CNC(C)=N1,-0.1869,0.0353
CC1NC(=N)C(=O)C1O,-0.2419,-0.0696
CC1=CC2CC1C1CC21,-0.2197,0.0266
OC1C=CC2COC1C2,-0.2402,0.0046
CC(=O)C1C(O)C1C#N,-0.2652,-0.0479
CC1C(C)C1(C)C#N,-0.2716,0.0402
CC1NC2C(C#N)C12N,-0.2294,0.0341
CC(C)C(C)C1(C)CC1,-0.2604,0.0805
CC(=O)COC(=O)C#N,-0.2745,-0.0753
CC(CCO)C(C)=O,-0.2392,-0.0092
C#CCC#CC1CCC1,-0.2437,0.0383
OCC(=O)N1N=CC=N1,-0.2826,-0.061
OC1=CN=NN1CC=O,-0.2462,-0.0453
OC(CC(=O)C#C)C#C,-0.2639,-0.0641
CCC1(C)CC1OC,-0.2328,0.0856
O=C1CCC2NC12,-0.2314,-0.0162
N=C1NC=NCC2OC12,-0.2443,-0.0218
N=C(C#C)N1CCN=C1,-0.2313,-0.0345
CNC(=O)OC1(C)CC1,-0.2482,0.0649
O=CN1CCC=CCC1,-0.2339,0.01
CC(O)C1(C)NC1C,-0.2378,0.0679
N=C1OC2C3CN(C3)C12,-0.2435,0.0119
CC1C(O)C1NC=O,-0.23199999999999998,0.0328
CCC1(C)C(C)N1C,-0.2089,0.0796
CC1CC(C)C1(C)C#C,-0.2484,0.0533
O=CC12NC1CC2=O,-0.2555,-0.0551
CC1C2C=CC1C=C2,-0.2182,-0.0008
CC1(CN1)C(=O)CCO,-0.2383,-0.0142
CC(=O)N1C2CCCC12,-0.2379,0.0174
CC(C)(O)CC1CCO1,-0.2453,0.064
OCC12CC3C1C(O)C23,-0.2418,0.0569
OC1C2CC(=O)CC12,-0.2357,-0.0075
CC(O)C12CC(C)(C1)C2,-0.2553,0.07400000000000001
CC(=O)NCC1CCO1,-0.2397,0.0362
CCC1(C)OC(=N)C1O,-0.2663,0.0159
N#CC1C2OCC=CC12,-0.2552,-0.0084
C(N1CC1)C1=CNC=C1,-0.2085,0.038
NC(=O)C12OC1C1OC21,-0.2566,-0.0084
CC12CC1C=CC(=O)N2,-0.2338,-0.0306
C1OC2OC=NC1C=C2,-0.2461,-0.012
CCC1(C=O)C2CN1C2,-0.2396,-0.0312
CC#CCC#CC=O,-0.2616,-0.0607
OCCN=C1OC2CC12,-0.24600000000000002,0.0101
OC1C=CCCC11CO1,-0.2501,0.0075
CC12C3C1C1C3C3C2N13,-0.2172,0.0677
OCC1=CCC2(CN2)C1,-0.2272,0.0333
COC1(CN2CC12)C#C,-0.2373,0.0265
CC1C=CCCC(C)=C1,-0.2243,0.0261
OCC1OC1C1(O)CC1,-0.2502,0.0683
CC#CC1(O)C2CCC12,-0.2266,0.0407
OCC1=CON=C1C#C,-0.26,-0.035
CCC1C2CC(C)CC12,-0.2534,0.0769
NC1=NC(F)=NC(N)=N1,-0.2474,0.0003
CC#CCC1CC1C=O,-0.2468,-0.0201
NC1=CC=NC=NC1=O,-0.2409,-0.0754
CN1C(=O)N=CN=C1N,-0.2457,-0.0352
O=CC1CC11COC1=O,-0.2701,-0.0469
COC(C#N)C1(C)CN1,-0.2543,0.0078
CCCC12CC1CCO2,-0.2241,0.0862
CC#CC1(O)CCC=C1,-0.2391,0.0139
CC(O)C1=CNC(=O)N1,-0.1955,0.0264
CCC12NC1C(=O)C2C,-0.2304,-0.0146
C(C1CN1)C1=CN=CN1,-0.2168,0.0305
OC12CC(C1)C1COC21,-0.2423,0.0698
CC1C2(C)CC1(C2)C=O,-0.242,-0.0245
CC#CC1(C)CCC1O,-0.242,0.0492
NC(=O)C12CN3CC1C23,-0.2277,0.0203
CC#CC(O)C1CC1O,-0.2336,0.0277
OCC1C2C3N1CC23O,-0.2357,0.0574
CC1CC2CN2CC1O,-0.2129,0.0641
CC(C)C1OC1(C)C=O,-0.2529,-0.0331
C[NH2+]CCC(=O)C([O-])=O,-0.149,-0.0438
CC1(C#C)C(N)C1C#N,-0.23800000000000002,0.0031
OCC1CC(=O)C11CO1,-0.2441,-0.0392
CNC1=NC=C(C)C=N1,-0.207,-0.0227
CCC1CNC(=N1)C#N,-0.2453,-0.0474
CC(=O)C1COCC1O,-0.2499,-0.0299
CC1(CCO)C(O)C1O,-0.2285,0.054000000000000006
CC1(CC1)C(CO)C=O,-0.2385,-0.0179
CC(C)C1OCC1O,-0.2438,0.0595
NC1=CN=CN=C1,-0.2275,-0.0332
CCN1CCCC1C#N,-0.2312,0.0278
O=C(CC1CN1)C1CN1,-0.2446,-0.0285
CC(C#C)C1=NON=N1,-0.28300000000000003,-0.073
OC1CC1COC=O,-0.272,0.0131
NC(=O)CC(F)(F)F,-0.2621,0.0136
N#CC1C2C=CCCN12,-0.2399,-0.0076
O=C1C2C3CC(N23)C1=O,-0.2391,-0.0928
CC1OC2CC1C2,-0.2346,0.0977
N#CC1=CC2(CN2)CC1,-0.2442,-0.0485
O=C1CC(C#N)C2CN12,-0.2713,-0.0299
COCC1C2CC2C1=O,-0.24100000000000002,-0.0118
CCC1CC(O)C1CC,-0.2521,0.0722
N#CC1C2C3C=CC1N23,-0.2378,-0.0198
CC1COCC(O)C1,-0.2414,0.0716
CN1C2CC(CO)C12C,-0.2274,0.0741
CC1C(C)N1C(=N)C#N,-0.2501,-0.048
N=C1OCC=CCC1=O,-0.2482,-0.0578
CC(CC([O-])=O)[NH+]=CN,-0.2378,0.0057
CC1C2C3OCC2(O)C13,-0.2385,0.063
CC(C)(CO)OCCO,-0.2576,0.0655
CCC1(O)C2COC12,-0.2253,0.0654
OCC1(CN2CC12)C=O,-0.2472,-0.0406
C1CC1C1=NC=NN=N1,-0.2485,-0.0845
CCC(=O)N(C)C=NC,-0.2371,-0.0078
OCCC1=CCCCC1,-0.2275,0.0308
O=C1NC2=C(N1)N=CO2,-0.2052,-0.0113
NC(=O)CCOCC#C,-0.251,0.0292
N#CCC12OC3CC1C23,-0.247,0.0292
C#CC1OCCC11CC1,-0.255,0.0359
O=CC12CC(C1)O2,-0.2522,-0.0431
N=C1CCC(=O)CO1,-0.2527,-0.0342
CCC1OC1(C=O)C=O,-0.2564,-0.0608
CC(C)CC(=O)CC=O,-0.2493,-0.0396
CC1CC(C#C)C(C)O1,-0.2458,0.0507
CC12CC3CC4C1C2C34,-0.2355,0.0908
CC1CC2OC(C=O)C12,-0.243,-0.0265
CCN1C=C(C=N1)C#C,-0.2207,0.0044
CC(C)OC(C)C=O,-0.2499,-0.0254
CC(O)C1C2CC2C1C,-0.2496,0.0755
CC1OC(=N)C=C1C#N,-0.2685,-0.0849
N=COCC1COC1=N,-0.2601,0.0109
CC1CC2(C)NC12CO,-0.2145,0.0562
OC1CC1(CC=O)C=O,-0.2537,-0.0351
CC1OCC=C1C#N,-0.2566,-0.051
COC(NCC#N)=NC,-0.2365,0.0145
O=C1NC23CCC2OC13,-0.2355,0.0037
O=CCC1(CC1)OC=O,-0.2569,-0.0336
CC1CC23CC4C2N1C34,-0.2152,0.0858
O=CC1=CCCC=CC1,-0.2431,-0.0477
CC1C(C)(C)OC1(C)C,-0.2359,0.0722
O=CNCC1CN=CO1,-0.2543,0.0124
CN1C2CC2C(=O)C1=N,-0.2248,-0.0571
NC1(CC1)C1=NC=NO1,-0.2613,-0.0233
CCC12CCC=CC1O2,-0.2353,0.004
CCOC1CC2CC12C,-0.2388,0.0869
CC1(CC1O)C1CC1O,-0.2417,0.0716
COC(CO)(C#C)C#N,-0.2785,-0.0128
O=C(CC#N)CN1CC1,-0.2564,-0.043
O=C(C1CO1)C1CCO1,-0.2418,-0.0388
CC1(CN1)C1=NON=N1,-0.2691,-0.0707
CC#CC1NC1(C)C=O,-0.2443,-0.0414
CCC1=C(O)C=C(O)N1,-0.1649,0.0651
CCC1NC(C=O)C1O,-0.2308,-0.0218
CC1N2C(=O)CC12C#N,-0.2713,-0.042
CC1=C2CCN2N=C1O,-0.2077,0.0281
CNC12CC1(C)OC2=N,-0.2234,0.0261
NC1=C(F)C=NN=C1F,-0.2454,-0.0387
CC1NC1(C#C)C1CN1,-0.2365,0.0303
CC1=NOC(CO)=C1,-0.2531,-0.0069
O=C1C2C3C2C2C3N12,-0.2403,-0.0161
NC(=O)C1=NCCCN1,-0.2184,-0.0152
C#CCCC#CCC#N,-0.2675,0.0134
CN=C1C=N[N-]C(N)=[NH+]1,-0.2148,-0.046
CC1CC1C(O)C1CC1,-0.2527,0.0735
CC(C(O)CO)C(N)=O,-0.2444,0.0268
O=CCCN1C=NN=C1,-0.2566,-0.0498
CC1=CNC2=NN=NN12,-0.2336,-0.0098
N#CC1=NCCN=CN1,-0.2583,-0.0616
CC(C#C)C1CC1C#C,-0.2435,0.0457
N#CC1CCCN2CC12,-0.2355,0.0331
CC1(O)CC2C1NC2=O,-0.2452,0.0272
OC12CN3C4CC4C1C23,-0.2244,0.0684
COC1=CNC=C1N,-0.1718,0.0583
CCC1=NC(NC)=NN1,-0.1976,0.027999999999999997
NC1=NC(=O)ON=C1F,-0.2787,-0.0871
COCC(CO)NC=O,-0.2476,0.0317
CC1=NCC2(CO2)CO1,-0.2436,0.0284
N=COC1CC(C1)C#N,-0.2716,0.0136
CCC1=CN2CCC2=N1,-0.2073,0.046
OC1=CN(N=C1)C1CC1,-0.2057,0.023
CC1=NC(CO1)C#C,-0.2519,0.0188
CC12OCC3C1C1C2N31,-0.2331,0.0746
CN1C2C=CC1C2=NO,-0.2235,-0.0022
C1C2OC3CC12COC3,-0.2329,0.08199999999999999
CC1=CC(O)=NC(=N)O1,-0.2259,-0.045
CC1=CC(=N)OC1=O,-0.2838,-0.0855
C1COC2=C(C1)N=NO2,-0.2365,-0.0243
CC1CC2NC(C1)C2=O,-0.2371,-0.0098
CN1N=C(N)C(C)=C1O,-0.1906,0.0493
C#CCCC1=NC=NN1,-0.2601,0.0063
O=C1CC2CC12C1CC1,-0.2388,-0.0081
CC1CC2=COC=C2O1,-0.2045,0.0221
OCCC1(CC#C)CN1,-0.2366,0.0541
CC#CC1=NC(N)=CO1,-0.198,-0.0229
CC1CCC=CC2CC12,-0.2236,0.0273
N=C1COCCC(=O)N1,-0.2555,-0.0275
N#CCN1CCCCC1,-0.2347,0.0246
CC1NC1C(=O)C1CN1,-0.25,-0.0315
CC1(CC1)C(C#N)C#N,-0.3089,-0.0106
CCN=C1OCC2NC12,-0.2366,0.0191
CN=C1CC=C(C)CO1,-0.2359,0.0127
CCC(C)OC(C)(C)C,-0.24100000000000002,0.0752
CC#CC1COC1C=O,-0.2446,-0.0344
CC1C2C(C)OCC12C,-0.2419,0.0842
CC1(C)C2CC(C#C)C12,-0.2487,0.0488
OC12CC1CC21CCC1,-0.2285,0.0726
CC1=C(N)C(=O)N=NO1,-0.2277,-0.081
CN1C=NC2=NOC=C12,-0.2301,-0.0341
COC1CC11CCO1,-0.2146,0.0696
OC1CCC2CC(C2)C1,-0.2573,0.0746
O=C1COC(O1)C1CO1,-0.2736,0.0025
CC(=O)N(CC#N)C=O,-0.2875,-0.0522
C1C2COC3C=CCC123,-0.2429,0.0172
[NH3+]C1C2COC12C([O-])=O,-0.2448,-0.0077
O=C1CCN2C=CC=C12,-0.2251,-0.0335
CC(=O)CC#CCCO,-0.2424,-0.0134
CCC(=O)C(=O)C(N)=O,-0.239,-0.0828
CC(O)C1=CC(O)CC1,-0.2421,0.013000000000000001
OC1CC11CC=CC1=O,-0.2373,-0.0415
COCC(C)OC1CC1,-0.2376,0.0854
CC1=CC(C)(O)C2NC12,-0.228,0.0122
N=CN1C(C#C)C1C#C,-0.2371,0.0045
COC1=CNC(CO)=N1,-0.1864,0.0347
COC(=O)C1=CN=CN1,-0.243,-0.0332
COC1C2C3C1CCN23,-0.2326,0.0885
CC(=N)OCC1CCC1,-0.2622,0.0368
CC1(O)CN2CC12,-0.2286,0.0684
C#CCC1CC2OCC12,-0.243,0.0511
COC1CC2(C)NC12C,-0.2161,0.0734
CC1CCCCCO1,-0.2412,0.0815
CC(=O)N1CC1(C)C=O,-0.2532,-0.035
C1CC23N=COC2CC13,-0.2339,0.013999999999999999
NC1=CC(C=CO1)=NO,-0.1814,-0.0097
CC12NC1C(O)CC=C2,-0.2291,0.012
CCC1(C)N=CNC1=N,-0.2307,-0.0008
CC1C2CC1OC(=N)C2,-0.2467,0.0268
OCC1CC(CO1)C#C,-0.2533,0.0442
CC([NH3+])C1=CC(=O)O[CH-]1,-0.2376,-0.0092
C1OC23CCN4C(C24)C13,-0.2321,0.0742
CC(O)CCC1CC1C,-0.2536,0.0743
CN=C(NC=N)C#N,-0.2525,-0.0639
O=CCCC#CCC=O,-0.2526,-0.0341
COC=NC1=CNN=C1,-0.2091,-0.0017
CC1(OCCO1)C#N,-0.2894,0.0227
N=C1OC=C2C3CC3N12,-0.1945,0.0109
CC1(O)C2CCC12O,-0.2167,0.0631
CC1(C)CN1C=O,-0.2489,0.0044
CC1CCC(C)=CC1,-0.2251,0.0364
C1OC2C3C4CC2C1C34,-0.2301,0.0938
OCC1CCOC1C#C,-0.2627,0.0252
CC1=NC(N)=NC=C1O,-0.203,-0.0254
OC1C=CC2C3C1CN23,-0.2286,-0.0091
CC1(COC(=N)O1)C=O,-0.2589,-0.051
